OID_,WellName,Zm,Xm,Ym
639,15-12,605.49,327134.478,4406037.573
640,15-12,604.49,327134.465,4406037.577
641,15-12,603.49,327134.452,4406037.58
642,15-12,602.49,327134.439,4406037.584
643,15-12,601.49,327134.427,4406037.587
644,15-12,600.49,327134.414,4406037.59
645,15-12,599.491,327134.402,4406037.593
646,15-12,598.491,327134.39,4406037.596
647,15-12,597.491,327134.378,4406037.599
648,15-12,596.491,327134.366,4406037.602
649,15-12,595.491,327134.354,4406037.605
650,15-12,594.491,327134.343,4406037.608
651,15-12,593.491,327134.332,4406037.611
652,15-12,592.491,327134.321,4406037.613
653,15-12,591.491,327134.31,4406037.615
654,15-12,590.491,327134.299,4406037.618
655,15-12,589.491,327134.288,4406037.62
656,15-12,588.491,327134.277,4406037.622
657,15-12,587.491,327134.267,4406037.625
658,15-12,586.491,327134.257,4406037.627
659,15-12,585.491,327134.247,4406037.629
660,15-12,584.492,327134.237,4406037.631
661,15-12,583.492,327134.227,4406037.633
662,15-12,582.492,327134.218,4406037.635
663,15-12,581.492,327134.208,4406037.637
664,15-12,580.492,327134.199,4406037.638
665,15-12,579.492,327134.19,4406037.64
666,15-12,578.492,327134.181,4406037.641
667,15-12,577.492,327134.172,4406037.643
668,15-12,576.492,327134.164,4406037.644
669,15-12,575.492,327134.155,4406037.645
670,15-12,574.492,327134.147,4406037.646
671,15-12,573.492,327134.139,4406037.647
672,15-12,572.492,327134.13,4406037.648
673,15-12,571.492,327134.122,4406037.65
674,15-12,570.492,327134.113,4406037.651
675,15-12,569.492,327134.104,4406037.652
676,15-12,568.492,327134.095,4406037.653
677,15-12,567.492,327134.085,4406037.655
678,15-12,566.492,327134.076,4406037.656
679,15-12,565.492,327134.066,4406037.658
680,15-12,564.492,327134.056,4406037.659
681,15-12,563.492,327134.046,4406037.66
682,15-12,562.492,327134.036,4406037.662
683,15-12,561.493,327134.025,4406037.664
684,15-12,560.493,327134.015,4406037.665
685,15-12,559.493,327134.004,4406037.667
686,15-12,558.493,327133.993,4406037.669
687,15-12,557.493,327133.981,4406037.67
688,15-12,556.493,327133.97,4406037.672
689,15-12,555.493,327133.958,4406037.673
690,15-12,554.493,327133.946,4406037.675
691,15-12,553.493,327133.934,4406037.677
692,15-12,552.493,327133.921,4406037.679
693,15-12,551.493,327133.909,4406037.681
694,15-12,550.493,327133.896,4406037.683
695,15-12,549.493,327133.883,4406037.685
696,15-12,548.493,327133.87,4406037.687
697,15-12,547.494,327133.856,4406037.689
698,15-12,546.494,327133.843,4406037.691
699,15-12,545.494,327133.829,4406037.693
700,15-12,544.494,327133.815,4406037.695
701,15-12,543.494,327133.801,4406037.697
702,15-12,542.494,327133.787,4406037.699
703,15-12,541.494,327133.772,4406037.701
704,15-12,540.494,327133.758,4406037.703
705,15-12,539.494,327133.745,4406037.705
706,15-12,538.494,327133.732,4406037.707
707,15-12,537.495,327133.719,4406037.708
708,15-12,536.495,327133.707,4406037.71
709,15-12,535.495,327133.695,4406037.712
710,15-12,534.495,327133.683,4406037.713
711,15-12,533.495,327133.671,4406037.714
712,15-12,532.495,327133.66,4406037.716
713,15-12,531.495,327133.649,4406037.717
714,15-12,530.495,327133.638,4406037.718
715,15-12,529.495,327133.627,4406037.719
716,15-12,528.495,327133.617,4406037.72
717,15-12,527.495,327133.607,4406037.721
718,15-12,526.495,327133.597,4406037.722
719,15-12,525.495,327133.588,4406037.722
720,15-12,524.495,327133.579,4406037.723
721,15-12,523.495,327133.57,4406037.724
722,15-12,522.495,327133.561,4406037.724
723,15-12,521.495,327133.553,4406037.724
724,15-12,520.495,327133.545,4406037.725
725,15-12,519.495,327133.537,4406037.725
726,15-12,518.495,327133.53,4406037.725
727,15-12,517.496,327133.523,4406037.725
728,15-12,516.496,327133.516,4406037.725
729,15-12,515.496,327133.509,4406037.725
730,15-12,514.496,327133.503,4406037.725
731,15-12,513.496,327133.497,4406037.725
732,15-12,512.496,327133.491,4406037.725
733,15-12,511.496,327133.485,4406037.724
734,15-12,510.496,327133.479,4406037.724
735,15-12,509.496,327133.473,4406037.724
736,15-12,508.496,327133.467,4406037.724
737,15-12,507.496,327133.46,4406037.724
738,15-12,506.496,327133.454,4406037.724
739,15-12,505.496,327133.447,4406037.725
740,15-12,504.496,327133.44,4406037.725
741,15-12,503.496,327133.433,4406037.725
742,15-12,502.496,327133.426,4406037.726
743,15-12,501.496,327133.419,4406037.726
744,15-12,500.496,327133.411,4406037.726
745,15-12,499.496,327133.404,4406037.727
746,15-12,498.496,327133.396,4406037.728
747,15-12,497.496,327133.389,4406037.728
748,15-12,496.496,327133.381,4406037.729
749,15-12,495.496,327133.373,4406037.729
750,15-12,494.496,327133.365,4406037.73
751,15-12,493.496,327133.357,4406037.731
752,15-12,492.496,327133.348,4406037.732
753,15-12,491.496,327133.34,4406037.733
754,15-12,490.496,327133.331,4406037.734
755,15-12,489.496,327133.322,4406037.735
756,15-12,488.496,327133.313,4406037.736
757,15-12,487.496,327133.304,4406037.738
758,15-12,486.496,327133.295,4406037.739
759,15-12,485.496,327133.285,4406037.741
760,15-12,484.496,327133.276,4406037.742
761,15-12,483.497,327133.266,4406037.744
762,15-12,482.497,327133.257,4406037.745
763,15-12,481.497,327133.247,4406037.747
764,15-12,480.497,327133.237,4406037.748
765,15-12,479.497,327133.227,4406037.75
766,15-12,478.497,327133.217,4406037.751
767,15-12,477.497,327133.207,4406037.753
768,15-12,476.497,327133.197,4406037.754
769,15-12,475.497,327133.187,4406037.756
770,15-12,474.497,327133.177,4406037.757
771,15-12,473.497,327133.167,4406037.758
772,15-12,472.497,327133.156,4406037.76
773,15-12,471.497,327133.146,4406037.761
774,15-12,470.497,327133.136,4406037.762
775,15-12,469.497,327133.125,4406037.763
776,15-12,468.497,327133.114,4406037.764
777,15-12,467.497,327133.104,4406037.765
778,15-12,466.497,327133.093,4406037.766
779,15-12,465.497,327133.082,4406037.767
780,15-12,464.498,327133.071,4406037.768
781,15-12,463.498,327133.06,4406037.769
782,15-12,462.498,327133.05,4406037.77
783,15-12,461.498,327133.039,4406037.771
784,15-12,460.498,327133.028,4406037.771
785,15-12,459.498,327133.017,4406037.772
786,15-12,458.498,327133.006,4406037.773
787,15-12,457.498,327132.994,4406037.773
788,15-12,456.498,327132.983,4406037.774
789,15-12,455.498,327132.971,4406037.774
790,15-12,454.498,327132.96,4406037.775
791,15-12,453.498,327132.949,4406037.775
792,15-12,452.498,327132.937,4406037.776
793,15-12,451.498,327132.926,4406037.776
794,15-12,450.498,327132.915,4406037.776
795,15-12,449.498,327132.904,4406037.777
796,15-12,448.499,327132.893,4406037.778
797,15-12,447.499,327132.882,4406037.778
798,15-12,446.499,327132.872,4406037.779
799,15-12,445.499,327132.861,4406037.78
800,15-12,444.499,327132.851,4406037.781
801,15-12,443.499,327132.841,4406037.782
802,15-12,442.499,327132.832,4406037.783
803,15-12,441.499,327132.822,4406037.784
804,15-12,440.499,327132.813,4406037.786
805,15-12,439.499,327132.804,4406037.787
806,15-12,438.499,327132.795,4406037.788
807,15-12,437.499,327132.786,4406037.79
808,15-12,436.499,327132.778,4406037.792
809,15-12,435.499,327132.769,4406037.793
810,15-12,434.499,327132.761,4406037.795
811,15-12,433.499,327132.753,4406037.797
812,15-12,432.499,327132.746,4406037.798
813,15-12,431.499,327132.738,4406037.8
814,15-12,430.499,327132.731,4406037.802
815,15-12,429.499,327132.724,4406037.804
816,15-12,428.499,327132.717,4406037.806
817,15-12,427.499,327132.711,4406037.809
818,15-12,426.499,327132.704,4406037.811
819,15-12,425.499,327132.698,4406037.814
820,15-12,424.499,327132.692,4406037.816
821,15-12,423.499,327132.686,4406037.818
822,15-12,422.499,327132.681,4406037.821
823,15-12,421.499,327132.675,4406037.823
824,15-12,420.5,327132.67,4406037.826
825,15-12,419.5,327132.664,4406037.828
826,15-12,418.5,327132.658,4406037.831
827,15-12,417.5,327132.651,4406037.833
828,15-12,416.5,327132.644,4406037.836
829,15-12,415.5,327132.637,4406037.839
830,15-12,414.5,327132.63,4406037.841
831,15-12,413.5,327132.622,4406037.843
832,15-12,412.5,327132.615,4406037.846
833,15-12,411.5,327132.606,4406037.848
834,15-12,410.5,327132.598,4406037.85
835,15-12,409.5,327132.589,4406037.852
836,15-12,408.5,327132.58,4406037.854
837,15-12,407.5,327132.57,4406037.856
838,15-12,406.5,327132.561,4406037.859
839,15-12,405.5,327132.55,4406037.861
840,15-12,404.5,327132.54,4406037.863
841,15-12,403.5,327132.529,4406037.865
842,15-12,402.5,327132.518,4406037.867
843,15-12,401.5,327132.507,4406037.869
844,15-12,400.5,327132.495,4406037.871
845,15-12,399.5,327132.483,4406037.873
846,15-12,398.501,327132.471,4406037.875
847,15-12,397.501,327132.458,4406037.877
848,15-12,396.501,327132.446,4406037.879
849,15-12,395.501,327132.432,4406037.881
850,15-12,394.501,327132.419,4406037.883
851,15-12,393.501,327132.405,4406037.885
852,15-12,392.501,327132.391,4406037.887
853,15-12,391.501,327132.376,4406037.889
854,15-12,390.501,327132.362,4406037.89
855,15-12,389.501,327132.347,4406037.892
856,15-12,388.501,327132.333,4406037.894
857,15-12,387.502,327132.318,4406037.895
858,15-12,386.502,327132.304,4406037.896
859,15-12,385.502,327132.29,4406037.898
860,15-12,384.502,327132.276,4406037.899
861,15-12,383.502,327132.262,4406037.9
862,15-12,382.502,327132.248,4406037.901
863,15-12,381.502,327132.234,4406037.902
864,15-12,380.502,327132.221,4406037.902
865,15-12,379.502,327132.207,4406037.903
866,15-12,378.502,327132.194,4406037.904
867,15-12,377.503,327132.18,4406037.904
868,15-12,376.503,327132.167,4406037.905
869,15-12,375.503,327132.154,4406037.906
870,15-12,374.503,327132.141,4406037.906
871,15-12,373.503,327132.128,4406037.906
872,15-12,372.503,327132.115,4406037.907
873,15-12,371.503,327132.103,4406037.907
874,15-12,370.503,327132.09,4406037.907
875,15-12,369.503,327132.078,4406037.907
876,15-12,368.503,327132.066,4406037.907
877,15-12,367.503,327132.054,4406037.907
878,15-12,366.503,327132.042,4406037.907
879,15-12,365.503,327132.03,4406037.906
880,15-12,364.504,327132.018,4406037.906
881,15-12,363.504,327132.006,4406037.905
882,15-12,362.504,327131.995,4406037.905
883,15-12,361.504,327131.984,4406037.904
884,15-12,360.504,327131.972,4406037.903
885,15-12,359.504,327131.961,4406037.902
886,15-12,358.504,327131.95,4406037.901
887,15-12,357.504,327131.938,4406037.901
888,15-12,356.504,327131.926,4406037.901
889,15-12,355.504,327131.915,4406037.9
890,15-12,354.504,327131.903,4406037.9
891,15-12,353.504,327131.891,4406037.9
892,15-12,352.504,327131.88,4406037.899
893,15-12,351.504,327131.868,4406037.899
894,15-12,350.505,327131.856,4406037.899
895,15-12,349.505,327131.844,4406037.899
896,15-12,348.505,327131.832,4406037.899
897,15-12,347.505,327131.82,4406037.899
898,15-12,346.505,327131.808,4406037.899
899,15-12,345.505,327131.796,4406037.9
900,15-12,344.505,327131.784,4406037.9
901,15-12,343.505,327131.772,4406037.901
902,15-12,342.505,327131.76,4406037.901
903,15-12,341.505,327131.748,4406037.902
904,15-12,340.505,327131.735,4406037.903
905,15-12,339.505,327131.723,4406037.904
906,15-12,338.505,327131.711,4406037.905
907,15-12,337.505,327131.698,4406037.906
908,15-12,336.506,327131.685,4406037.907
909,15-12,335.506,327131.673,4406037.908
910,15-12,334.506,327131.66,4406037.909
911,15-12,333.506,327131.647,4406037.91
912,15-12,332.506,327131.634,4406037.912
913,15-12,331.506,327131.621,4406037.914
914,15-12,330.506,327131.608,4406037.915
915,15-12,329.506,327131.595,4406037.917
916,15-12,328.506,327131.582,4406037.919
917,15-12,327.506,327131.569,4406037.92
918,15-12,326.506,327131.556,4406037.922
919,15-12,325.506,327131.542,4406037.923
920,15-12,324.507,327131.529,4406037.925
921,15-12,323.507,327131.515,4406037.926
922,15-12,322.507,327131.502,4406037.928
923,15-12,321.507,327131.488,4406037.929
924,15-12,320.507,327131.474,4406037.931
925,15-12,319.507,327131.46,4406037.932
926,15-12,318.507,327131.446,4406037.933
927,15-12,317.507,327131.432,4406037.935
928,15-12,316.507,327131.418,4406037.936
929,15-12,315.507,327131.403,4406037.937
930,15-12,314.508,327131.389,4406037.938
931,15-12,313.508,327131.375,4406037.939
932,15-12,312.508,327131.36,4406037.94
933,15-12,311.508,327131.345,4406037.941
934,15-12,310.508,327131.331,4406037.942
935,15-12,309.508,327131.316,4406037.943
936,15-12,308.508,327131.301,4406037.944
937,15-12,307.508,327131.286,4406037.945
938,15-12,306.508,327131.271,4406037.946
939,15-12,305.509,327131.256,4406037.947
940,15-12,304.509,327131.241,4406037.948
941,15-12,303.509,327131.226,4406037.949
942,15-12,302.509,327131.21,4406037.949
943,15-12,301.509,327131.194,4406037.95
944,15-12,300.509,327131.179,4406037.95
945,15-12,299.509,327131.163,4406037.951
946,15-12,298.509,327131.147,4406037.952
947,15-12,297.51,327131.132,4406037.952
948,15-12,296.51,327131.116,4406037.952
949,15-12,295.51,327131.101,4406037.953
950,15-12,294.51,327131.086,4406037.953
951,15-12,293.51,327131.071,4406037.953
952,15-12,292.51,327131.056,4406037.954
953,15-12,291.51,327131.041,4406037.954
954,15-12,290.51,327131.027,4406037.954
955,15-12,289.51,327131.012,4406037.954
956,15-12,288.511,327130.997,4406037.954
957,15-12,287.511,327130.983,4406037.954
958,15-12,286.511,327130.968,4406037.954
959,15-12,285.511,327130.954,4406037.954
960,15-12,284.511,327130.94,4406037.954
961,15-12,283.511,327130.926,4406037.954
962,15-12,282.511,327130.912,4406037.954
963,15-12,281.511,327130.899,4406037.954
964,15-12,280.511,327130.885,4406037.953
965,15-12,279.511,327130.872,4406037.953
966,15-12,278.511,327130.859,4406037.953
967,15-12,277.512,327130.845,4406037.952
968,15-12,276.512,327130.832,4406037.951
969,15-12,275.512,327130.819,4406037.951
970,15-12,274.512,327130.806,4406037.95
971,15-12,273.512,327130.793,4406037.949
972,15-12,272.512,327130.78,4406037.948
973,15-12,271.512,327130.767,4406037.947
974,15-12,270.512,327130.755,4406037.946
975,15-12,269.512,327130.742,4406037.945
976,15-12,268.512,327130.73,4406037.944
977,15-12,267.512,327130.717,4406037.943
978,15-12,266.512,327130.705,4406037.942
979,15-12,265.513,327130.693,4406037.942
980,15-12,264.513,327130.681,4406037.941
981,15-12,263.513,327130.669,4406037.94
982,15-12,262.513,327130.657,4406037.94
983,15-12,261.513,327130.645,4406037.94
984,15-12,260.513,327130.633,4406037.939
985,15-12,259.513,327130.621,4406037.939
986,15-12,258.513,327130.609,4406037.939
987,15-12,257.513,327130.597,4406037.939
988,15-12,256.513,327130.585,4406037.939
989,15-12,255.513,327130.574,4406037.94
990,15-12,254.513,327130.562,4406037.94
991,15-12,253.513,327130.55,4406037.94
992,15-12,252.513,327130.539,4406037.941
993,15-12,251.514,327130.528,4406037.942
994,15-12,250.514,327130.516,4406037.942
995,15-12,249.514,327130.505,4406037.943
996,15-12,248.514,327130.494,4406037.944
997,15-12,247.514,327130.482,4406037.945
998,15-12,246.514,327130.471,4406037.946
999,15-12,245.514,327130.459,4406037.947
1000,15-12,244.514,327130.448,4406037.948
1001,15-12,243.514,327130.437,4406037.949
1002,15-12,242.514,327130.426,4406037.951
1003,15-12,241.514,327130.415,4406037.952
1004,15-12,240.514,327130.404,4406037.953
1005,15-12,239.514,327130.393,4406037.955
1006,15-12,238.514,327130.382,4406037.957
1007,15-12,237.514,327130.371,4406037.958
1008,15-12,236.514,327130.361,4406037.96
1009,15-12,235.515,327130.35,4406037.961
1010,15-12,234.515,327130.339,4406037.962
1011,15-12,233.515,327130.328,4406037.963
1012,15-12,232.515,327130.317,4406037.964
1013,15-12,231.515,327130.307,4406037.964
1014,15-12,230.515,327130.296,4406037.965
1015,15-12,229.515,327130.285,4406037.965
1016,15-12,228.515,327130.274,4406037.965
1017,15-12,227.515,327130.264,4406037.965
1018,15-12,226.515,327130.253,4406037.965
1019,15-12,225.515,327130.243,4406037.965
1020,15-12,224.515,327130.232,4406037.964
1021,15-12,223.515,327130.221,4406037.963
1022,15-12,222.515,327130.211,4406037.962
1023,15-12,221.515,327130.2,4406037.961
1024,15-12,220.515,327130.19,4406037.959
1025,15-12,219.515,327130.179,4406037.958
1026,15-12,218.516,327130.168,4406037.957
1027,15-12,217.516,327130.158,4406037.955
1028,15-12,216.516,327130.147,4406037.953
1029,15-12,215.516,327130.137,4406037.951
1030,15-12,214.516,327130.126,4406037.949
1031,15-12,213.516,327130.115,4406037.947
1032,15-12,212.516,327130.105,4406037.944
1033,15-12,211.516,327130.094,4406037.942
1034,15-12,210.516,327130.084,4406037.939
1035,15-12,209.516,327130.073,4406037.936
1036,15-12,208.516,327130.062,4406037.933
1037,15-12,207.516,327130.052,4406037.93
1038,15-12,206.516,327130.041,4406037.926
1039,15-12,205.516,327130.031,4406037.923
1040,15-12,204.516,327130.021,4406037.92
1041,15-12,203.516,327130.011,4406037.917
1042,15-12,202.516,327130.001,4406037.914
1043,15-12,201.516,327129.991,4406037.911
1044,15-12,200.517,327129.982,4406037.909
1045,15-12,199.517,327129.972,4406037.906
1046,15-12,198.517,327129.963,4406037.903
1047,15-12,197.517,327129.954,4406037.901
1048,15-12,196.517,327129.945,4406037.898
1049,15-12,195.517,327129.936,4406037.896
1050,15-12,194.517,327129.927,4406037.893
1051,15-12,193.517,327129.918,4406037.89
1052,15-12,192.517,327129.909,4406037.888
1053,15-12,191.517,327129.901,4406037.885
1054,15-12,190.517,327129.892,4406037.882
1055,15-12,189.517,327129.884,4406037.88
1056,15-12,188.517,327129.876,4406037.878
1057,15-12,187.517,327129.868,4406037.875
1058,15-12,186.517,327129.86,4406037.873
1059,15-12,185.517,327129.853,4406037.871
1060,15-12,184.517,327129.845,4406037.869
1061,15-12,183.517,327129.837,4406037.867
1062,15-12,182.517,327129.83,4406037.865
1063,15-12,181.517,327129.822,4406037.863
1064,15-12,180.517,327129.815,4406037.861
1065,15-12,179.517,327129.808,4406037.859
1066,15-12,178.517,327129.801,4406037.857
1067,15-12,177.517,327129.794,4406037.855
1068,15-12,176.517,327129.788,4406037.854
1069,15-12,175.517,327129.781,4406037.852
1070,15-12,174.517,327129.774,4406037.85
1071,15-12,173.517,327129.767,4406037.848
1072,15-12,172.517,327129.76,4406037.847
1073,15-12,171.518,327129.753,4406037.845
1074,15-12,170.518,327129.745,4406037.844
1075,15-12,169.518,327129.738,4406037.842
1076,15-12,168.518,327129.731,4406037.84
1077,15-12,167.518,327129.723,4406037.839
1078,15-12,166.518,327129.716,4406037.837
1079,15-12,165.518,327129.709,4406037.836
1080,15-12,164.518,327129.701,4406037.834
1081,15-12,163.518,327129.693,4406037.833
1082,15-12,162.518,327129.685,4406037.831
1083,15-12,161.518,327129.677,4406037.83
1084,15-12,160.518,327129.669,4406037.828
1085,15-12,159.518,327129.661,4406037.827
1086,15-12,158.518,327129.653,4406037.826
1087,15-12,157.518,327129.645,4406037.824
1088,15-12,156.518,327129.637,4406037.823
1089,15-12,155.518,327129.628,4406037.821
1090,15-12,154.518,327129.62,4406037.82
1091,15-12,153.518,327129.611,4406037.819
1092,15-12,152.518,327129.603,4406037.818
1093,15-12,151.518,327129.594,4406037.816
1094,15-12,150.518,327129.585,4406037.815
1095,15-12,149.518,327129.576,4406037.814
1096,15-12,148.518,327129.567,4406037.813
1097,15-12,147.518,327129.558,4406037.812
1098,15-12,146.518,327129.55,4406037.81
1099,15-12,145.518,327129.541,4406037.809
1100,15-12,144.518,327129.532,4406037.808
1101,15-12,143.518,327129.523,4406037.807
1102,15-12,142.519,327129.515,4406037.806
