,OptimMethod,ScenarioNum,SimulationShiftType,DatNormMethod,ExplorationRate,ErrorType,LocalWeightsMode,ErrorNorm,ExplorationStage,AcceptProbType,cubesize,ConstNormFactor,GlobalMoveEachDir,XYZ_Axes_StepStd,Dip_StepStd,Slip_StepStd,localWeightRadiusMult,DipDirection_StepStd,SlipParam,SteppingSizeMult,MaxFaultMarkerError,AmplitudeRatioChange,AzimuthMoveEachDirection,AxisRatioChange,DipMoveEachDirection,StartUpdateLocalWeight,nExploreRuns,MO_WeightingMethod,nruns,AcceptanceGoal,Eta,IndMatingProb,IndMutatingProb,InitialTemperature,MCMC_SwitchWeightFreq,MO_SwitchWeightFreq,MatingMethodGlobal,MatingMethodLocal,MatingSwapProb,MatingSwapRange,MutatingMethod,PbMutateParameter,ReductionRate,SelectionMethod,TournamentSize,UpdateLocalWeightsFreqRuleBased,npop,thread_num,OutputImageFreq,Toy,verbose,BaseFolder,GeneralPerturbStrategy,ControlPointMovementUnits,errCalcMethodFaultMarker,DataTypes,JoinType,xy_extent,xy_origin,DatNormCoef,graniteIdx,Windows,ngen,LocalWeightsMethod,MinMismatch,Grav,Mag,Tracer,GT,FaultMarkers
4919,NSGA,13,Median Datum Shift,MedianInitialRounds,,Local,Once,Lhalf,,,150,,429.6000426105462,102.58218498348742,3.1010594804486686,37.51866711642069,2.298959681052451,2.5428105995139303,0.15641883322161979,,525.1350591990688,0.18119751615135765,9.556514183837745,0.11304737383266245,37.878121643812534,,,,2394,,,,0.3486474841356837,,,,,cxOnePointLocal,,,mutUniformFloat,0.10546420971159874,,,,,40.0,7362,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,59.0,RuleBased,0.8697934758130035,0.8672534707578587,0.5434857581607774,0.875,0.6999500340616156,1.3632781160847662
4920,GA,21,Median Datum Shift,Given,,Global,,L1,,,150,,686.1155027485348,131.34498632145392,5.946151603890809,66.1504764852455,,3.839455709168429,0.1040878545683252,,525.717379865415,0.15368919995441715,5.019786211967718,0.11659899838334467,25.040553664864078,,,Equal,3353,,82.52276124723456,0.8759331700819317,0.31955139328486026,,,,cxOnePoint,,,,mutPolynomialBounded,0.1109395061441926,,selTournament,5.0,,68.0,7369,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,49.0,,0.6170274505974299,0.9877128029409142,0.5547126063276188,0.3125,0.37936746815904415,0.8508443755595724
4921,MCMC,12,Median Datum Shift,Given,LinearErrorBased,Local,Many,L1,Explore,Track Acceptance,150,0.014873957357293407,643.6592747917233,136.83391156206568,3.9170906971884505,77.77344410765163,2.3904342634581726,7.175970977660518,0.15704038969619494,1.0704060107855806,525.6858670660292,0.10890166430331623,7.61998035985015,0.24014500893723942,34.75642748319119,36.0,58.0,Proportions,3005,0.1389164738844958,,,,,,,,,,,,,,,,60.0,,7392,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6872582546718384,0.9451335831615745,0.5459438847761076,0.1875,0.5904263967208156,1.1672874087006944
4922,GA,21,Median Datum Shift,MedianInitialRounds,,Local,Many,L2,,,150,,880.3128781896729,108.7333607054079,2.2777817190940883,81.33014945685292,2.4241693687268873,3.6746868843169054,0.18555852507499077,,525.0265551210455,0.16637629952034821,4.083475822895792,0.05980998464352562,35.720224163377125,,,Proportions,3164,,115.68251989298192,0.8505358462912871,0.20445796965369242,,,,,cxOnePointLocal,,,mutPolynomialBounded,0.27372517972159316,,selTournament,6.0,,63.0,7409,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,50.0,RuleBased,0.6365267091839968,0.9156903828947621,0.5830365368344799,0.3125,0.5158942251238082,0.8555124010669333
4923,GA,19,Median Datum Shift,MedianInitialRounds,,Local,Many,L1,,,150,,460.41199369366484,141.22185889070678,5.911216622955659,72.97531688455308,1.2501752889768696,3.578927052137585,0.15490801687610342,,525.9934955671596,0.24943376493947828,9.743185384471635,0.1449163147694174,25.89078372708561,,,Equal,3653,,94.67607559987364,0.758470954422273,0.21628818801752955,,,,,cxTwoPointLocal,,,mutPolynomialBounded,0.21456888490791648,,selTournament,6.0,,60.0,7481,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,60.0,RuleBased,0.6494034275874814,0.9205662434928388,0.5491425272182549,0.25,0.5764671587510514,0.9508412084752619
4924,Annealing,12,Median Datum Shift,MedianInitialRounds,None,Global,,Lhalf,Explore,Annealing,150,,370.8988751433311,124.61687927623137,2.399768956377451,64.0621710356192,,2.896012376268077,0.1427211473943718,,525.6788834415828,0.23430025472599536,7.8772992471753875,0.13567104332563873,28.771646017440982,,70.0,Equal,2315,,,,,0.0036416655006943854,,,,,,,,,0.9909815333770603,,,,,7527,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7400915081724868,0.9370907449208543,0.6403780892978541,0.5625,0.47776257651205506,1.0827261301316706
4925,NSGA,14,Median Datum Shift,Given,,Global,,Lhalf,,,150,,480.3966094700927,99.92925861562722,2.155209257912859,35.79362878795198,,6.852004349838996,0.1171750270650824,,525.1640685022688,0.05483593911876142,4.011733416946244,0.04878589464854456,30.801314507615068,,,,2458,,,,0.36862898457589904,,,,cxOnePoint,,,,mutGaussian,0.11812465844097245,,,,,44.0,7534,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,55.0,,0.7458863240909734,0.8520887148395938,0.5097153632718177,0.6875,0.6024692938459457,1.0776582484975101
4926,NSGA,14,Median Datum Shift,Given,,Global,,L1,,,150,,664.8906514527287,95.26910877023637,6.241356817500543,65.96187721610043,,7.451962094322517,0.11323600002101168,,525.6371076000717,0.08916119022483118,8.540538101713274,0.06794938082569578,39.51204951993856,,,,2037,,,,0.352493009754805,,,,cxTwoPoint,,,,mutGaussian,0.22532124773338222,,,,,43.0,7606,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,47.0,,0.7577260237912886,0.7977273255864944,0.9589346727082277,0.625,0.3957987273123764,1.011169393349345
4927,NSGA,12,Median Datum Shift,Given,,Global,,Lhalf,,,150,,618.5090726287108,149.81889554472198,3.777398317358931,78.99114393810203,,2.0902159058948895,0.17190951172397564,,525.211433791544,0.21348137034901404,5.095966705881429,0.2021641335469629,26.305750255629086,,,,2429,,,,0.2289420341160359,,,,cxUniform,,0.6938356288297266,,mutGaussian,0.2884227241702547,,,,,30.0,7610,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,80.0,,0.7614033360750627,0.9583033387986536,0.5722718041779402,0.3125,0.6341206083615838,1.3298209290371361
4928,GA,12,Median Datum Shift,Given,,Local,Once,L1,,,150,,554.8449085423067,77.62633271296765,6.0079061795109,89.22242709789182,1.2512607579273811,3.4299773571445886,0.09702387263147437,,525.5994949111221,0.1660670191305327,8.287818062874024,0.19244604248856834,27.158867247906173,,,Equal,3112,,,0.8953260563389508,0.2535044067886316,,,,,cxLocalErrorPropExchange,,,mutGaussian,0.1323228181626464,,selTournament,8.0,,35.0,7617,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,88.0,RuleBased,0.6985979730317146,0.8452025816276129,0.5086895939192231,0.4375,0.5266620336509894,1.1749356559607476
4929,NSGA,13,Median Datum Shift,Given,,Local,Once,Lhalf,,,150,,889.1500954040597,142.0434722426723,5.423595434484573,30.24196510390062,2.079326462968278,3.192856888042975,0.09733806338769227,,525.2759424805851,0.11676724429999885,9.422779481556358,0.19117056259994783,30.5557425969564,,,,2608,,,,0.28503252956985686,,,,,cxOnePointLocal,,,mutGaussian,0.2080263016700542,,,,,48.0,7630,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,54.0,RuleBased,0.8171400319501769,1.0407800025986589,0.5171373488621208,0.75,0.5754519590527586,1.2023308492373461
4930,Annealing,18,Median Datum Shift,Given,None,Local,Many,L2,Explore,Annealing,150,,845.9849363276002,147.64394378098194,2.242368709533743,76.3340184718631,2.0795849444396337,2.6572337548366347,0.1665914580257658,,525.5862945898796,0.10837718927087624,8.786499760897504,0.22035635383332347,38.25150544844819,37.0,60.0,Proportions,2698,,,,,0.019786837182642163,,,,,,,,,0.9709442228122938,,,65.0,,7659,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5047004089039917,0.7666770745428887,0.6170750321976073,0.0625,0.5816203557758264,0.49562958200363616
4931,MCMC,11,Median Datum Shift,MedianInitialRounds,None,Global,,L2,Explore,Const diff,150,0.012001088804650596,752.2257205372293,131.1554610720969,2.11652397339919,80.2238070942289,,7.366756345779324,0.20700295753424963,,525.8370692369289,0.21340119760266735,6.936059149901233,0.06580448563767786,26.106763735869315,,66.0,Proportions,2937,,,,,,,,,,,,,,,,,,,7664,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6809268308754148,0.7668565532067063,0.5417583392382009,0.4375,0.5017678164887525,1.156751445443414
4932,Annealing,18,Median Datum Shift,Given,None,Global,,L2,Explore,Annealing,150,,418.388498016553,131.9747412656393,6.384132905938772,81.09092668070228,,6.4387290237130586,0.1923219185649353,,525.5296875665914,0.06331024017077101,4.437500540535528,0.20472652496183882,39.992301112639225,,54.0,Equal,2118,,,,,0.0055304657443935685,,,,,,,,,0.9545043903019264,,,,,7683,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7289349222666688,1.0105466316251768,0.5435985172612756,0.4375,0.5068315975473338,1.146197864899558
4933,Annealing,12,Median Datum Shift,MedianInitialRounds,None,Global,,L2,Explore,Annealing,150,,747.105374888323,78.30427893974371,5.586667700490108,79.7078679236819,,5.72997626604216,0.18172972104041107,,525.4734985433879,0.2314866277718715,9.186644946188087,0.0766448174177514,38.2855919742307,,63.0,Equal,3519,,,,,0.020440326798611606,,,,,,,,,0.9732103560825498,,,,,7687,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7895752098287216,0.9467085786265119,0.5419246678120743,0.6875,0.4272984026440469,1.3444444000609752
4934,Annealing,14,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,Lhalf,Explore,Annealing,150,,760.1789213838712,82.65907686441084,3.6046909854499685,40.17077411315758,,3.764100793378385,0.19403904731347094,1.1262114258477827,525.5449333436552,0.2264088245848258,8.30946769210275,0.06191291823203385,38.49036407046552,,57.0,Proportions,2534,,,,,0.020624405436819388,,,,,,,,,0.9551958923424402,,,,,7695,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6420859157100254,0.9815453740305787,0.5410071759360477,0.375,0.3297181958535409,0.9831588327299596
4935,NSGA,17,Median Datum Shift,Given,,Global,,Lhalf,,,150,,651.596080919873,122.49565886098672,4.423023683643648,79.63217086943521,,7.845945320312404,0.21043287843340536,,525.9195313216628,0.08352837180318032,7.961710439290517,0.06497729142042981,34.16297864209752,,,,3592,,,,0.31301660386043995,,,,cxOnePoint,,,,mutGaussian,0.13022379714115143,,,,,56.0,7706,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,64.0,,0.580288279750136,1.0427092713200967,0.534034200757138,0.125,0.33441962325012353,0.8652783034233213
4936,NSGA,16,Median Datum Shift,Given,,Global,,Lhalf,,,150,,848.2685272032109,147.88817245686687,2.2957480675332107,70.88544127255128,,4.49790646376834,0.09005798218852741,,525.3857174596241,0.15912841658930654,6.240364647445067,0.09722035721873355,32.75588849279421,,,,2703,,,,0.38816368808364965,,,,cxUniform,,0.42187807893705864,,mutGaussian,0.2507300305293644,,,,,27.0,7710,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,100.0,,0.7041139807262764,1.0356991082093352,0.5865446200332497,0.3125,0.5408522713685602,1.044973904020237
4937,GA,16,Median Datum Shift,Given,,Global,,L2,,,150,,310.10760970739636,74.42816765771224,5.803623735700974,64.31143408111956,,5.0270293896678115,0.17300563935973745,,525.1972553602278,0.17899168111690839,6.009864070682096,0.025682120945355554,35.56236772867834,,,Proportions,3356,,104.2048518068886,0.857870357608719,0.22815733097987922,,,,cxOnePoint,,,,mutPolynomialBounded,0.19910260665885698,,selTournament,5.0,,75.0,7713,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,44.0,,0.753134574555036,0.9777931467423844,0.5803306273860437,0.5625,0.4412455074651931,1.2038035911815583
4938,GA,20,Median Datum Shift,MedianInitialRounds,,Global,,L1,,,150,,524.2011114827367,119.06303200700661,6.114773916869485,82.9231235241507,,7.806195312009532,0.2177729935212146,,525.9689273825742,0.12237335616113872,4.396690848430811,0.02177051782030149,29.191201704289874,,,Proportions,2394,,118.94203172128479,0.8246160735781483,0.3528666899795747,,,,cxUniform,,0.4998716732311009,,mutPolynomialBounded,0.29984654608374767,,selTournament,6.0,,72.0,7717,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,33.0,,0.6000323188326173,0.8080205036145983,0.5815797439272284,0.125,0.4796522585496881,1.0059090880715718
4939,NSGA,18,Median Datum Shift,Given,,Local,Once,Lhalf,,,150,,377.38783788830403,119.53908409304383,5.674848502801799,83.92607708311073,2.223409467435506,8.443254575220546,0.1302400169748414,,525.4882447189611,0.188220948604706,6.48503209037191,0.09824925746912799,26.37454986870628,,,,3411,,,,0.32851240650170677,,,,,cxLocalErrorPropExchange,,,mutUniformFloat,0.24141830169996978,,,,,45.0,7722,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,75.0,RuleBased,0.7716660135713103,0.9224471160544228,0.5511871257395081,0.75,0.553289879151966,1.0814059469106543
4940,NSGA,19,Median Datum Shift,Given,,Local,Many,L1,,,150,,739.1780829023685,105.32560088363923,2.0919744608397495,79.89653479201895,1.7895621051342665,8.20976583378837,0.18359108358093013,,525.1866640267267,0.09933610235134252,4.963240885708893,0.1294931678781069,29.091886276819416,,,,3268,,,,0.3395316135551846,,,,,cxTwoPointLocal,,,mutUniformFloat,0.11395161659353573,,,,,40.0,7726,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,81.0,RuleBased,0.7122964669856336,0.8147259095962945,0.5756891416285399,0.4375,0.8703099154759955,0.863257368227338
4941,MCMC,20,Median Datum Shift,Given,LinearErrorBased,Global,,Lhalf,Explore,Track Acceptance,150,0.010165929877244205,387.8551094542438,114.393502109275,2.530765846510115,69.4403836064737,,5.242757101484619,0.10133175173682718,1.0609514562668538,525.23675645809,0.09410700073205565,3.496691773860185,0.09358705190669121,30.349968476383197,,67.0,Proportions,3484,0.1268954530912387,,,,,,,,,,,,,,,,,,7728,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6002182825388123,0.9962558342410605,0.5458887431337027,0.125,0.3154987101432285,1.0184481251760698
4942,NSGA,21,Median Datum Shift,MedianInitialRounds,,Global,,L1,,,150,,614.9654238620697,145.19703416269897,6.895250662902832,46.453004087870426,,8.315068750401181,0.1206484765459356,,525.643697623242,0.24918887147441904,3.585942448349786,0.14471567006452674,27.724294743700945,,,,3475,,106.29523825496189,,0.27926614676536177,,,,cxUniform,,0.5771154080998495,,mutPolynomialBounded,0.11008689740637732,,,,,58.0,7730,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,59.0,,0.697249482080876,0.8615739653574966,0.6391782779517065,0.125,0.8690690695230576,0.9914260975721193
4943,Annealing,12,Median Datum Shift,MedianInitialRounds,None,Global,,Lhalf,Explore,Annealing,150,,889.2864941516364,132.96738843122347,3.853726433874934,51.09306546337052,,8.395671684682576,0.1485990362671565,,525.1680583545962,0.1489817622408798,5.416859100348999,0.2075984744716391,31.176844559496608,,56.0,Proportions,2698,,,,,0.021231343760586285,,,,,,,,,0.9526256979768818,,,,,7735,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8401599370679017,0.8552361624200033,0.5441839729157152,0.8125,0.6910191789783224,1.2978603710254673
4944,GA,21,Median Datum Shift,Given,,Global,,L2,,,150,,799.64337184955,142.62881951707357,2.349636180377596,71.99765173166398,,8.4030320805566,0.15361011159590926,,525.925143030443,0.1405427439842608,4.275060666823397,0.07705149771072133,29.04513075516829,,,Equal,2895,,,0.9607964351788951,0.3679301041258743,,,,cxUniform,,0.5102509335819044,,mutUniformFloat,0.20884119546763086,,selTournament,9.0,,39.0,7749,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,74.0,,0.6135294599761209,0.838082389272837,0.5835539671075671,0.125,0.8096705430980708,0.7113404004021294
4945,NSGA,21,Median Datum Shift,MedianInitialRounds,,Local,Many,L2,,,150,,766.6599668785575,80.84531911487164,6.5537263433703705,45.26804273868388,2.299826719487792,3.9035147827276724,0.11214316615964748,,525.705281318334,0.15367911733829737,3.0529627792708607,0.11254439282351546,32.83891998239367,,,,2914,,117.43913726003628,,0.274478696393393,,,,,cxOnePointLocal,,,mutPolynomialBounded,0.2761362830571032,,,,,42.0,7770,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,69.0,RuleBased,0.584675332310021,0.9881140989246808,0.5863432298514678,0.125,0.4386688113738251,0.7852505214001311
4946,Annealing,17,Median Datum Shift,Given,LinearErrorBased,Local,Once,L2,Explore,Annealing,150,,585.8994706218978,91.31089949515223,4.971408216238061,36.44988883944482,1.0641711532081999,7.89006894960853,0.17800894053854083,1.2357925305809045,525.625540159648,0.14303181310427965,5.914792950249943,0.02792747730794538,31.171539717928344,35.0,43.0,Equal,3585,,,,,0.017984411534782172,,,,,,,,,0.9500589172608468,,,,,7775,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7782963488392616,0.9052943081533614,0.5583637789134811,0.8125,0.5847439936228481,1.0305796635066173
4947,Annealing,11,Median Datum Shift,MedianInitialRounds,None,Global,,L1,Explore,Annealing,150,,582.500010468051,125.0867463593415,6.05537241446963,77.01725277593806,,7.953584153614752,0.1296936873904101,,525.0182885853548,0.15764546737511032,6.428037917794682,0.08234819727488461,31.988225667733236,,50.0,Proportions,3515,,,,,0.00669921627192511,,,,,,,,,0.9906528601027047,,,,,7779,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.767466644830445,0.762745244097176,0.6302892175075324,0.8125,0.4509056381289922,1.1808931244185246
4948,MCMC,15,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,L2,Explore,Const diff,150,0.0011307988135166583,569.5356782789,92.40827872548005,6.322454681664939,35.211763554698436,,7.828139802411548,0.1533974302082632,1.0537651394540362,525.8546806946514,0.2059104638868815,8.906286439911627,0.1567990640706016,27.68664582378372,,68.0,Equal,3576,,,,,,,,,,,,,,,,,,,7784,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.640310045428965,0.9330483952826023,0.5916592632801587,0.1875,0.5891364339658256,0.9002061346162382
4949,Annealing,15,Median Datum Shift,Given,None,Global,,Lhalf,Explore,Annealing,150,,324.4554524021265,126.0028460088861,6.680080504773805,73.2193262301983,,2.7715445494328845,0.17063855046561716,,525.877936920035,0.06665609686225944,7.413128142797716,0.07658303341617818,29.012590329559004,,58.0,Proportions,2363,,,,,0.007400069665467087,,,,,,,,,0.986978730761534,,,,,7803,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7034755437963297,0.9950671105396646,0.5903448704662954,0.375,0.4840975348213526,1.0728682031543362
4950,MCMC,19,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Local,Once,L1,Explore,Const diff,150,0.009781478679394436,704.5278295182161,128.35212616145023,4.526956875475589,88.2432561491525,2.2180422878112913,7.7017536546554535,0.1992250558101735,1.3348321266390744,525.4044189428645,0.24859801563666822,4.002325464732767,0.18403454927294544,37.85743420297634,57.0,69.0,Proportions,3725,,,,,,,,,,,,,,,,,,,7804,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5825468967905978,0.9553829399641003,0.5425827059660736,0.25,0.47665814008216945,0.6881106979406454
