,OptimMethod,ScenarioNum,SimulationShiftType,DatNormMethod,ExplorationRate,ErrorType,LocalWeightsMode,ErrorNorm,ExplorationStage,AcceptProbType,cubesize,ConstNormFactor,GlobalMoveEachDir,XYZ_Axes_StepStd,Dip_StepStd,Slip_StepStd,localWeightRadiusMult,DipDirection_StepStd,SlipParam,SteppingSizeMult,MaxFaultMarkerError,AmplitudeRatioChange,AzimuthMoveEachDirection,AxisRatioChange,DipMoveEachDirection,StartUpdateLocalWeight,nExploreRuns,MO_WeightingMethod,nruns,AcceptanceGoal,Eta,IndMatingProb,IndMutatingProb,InitialTemperature,MCMC_SwitchWeightFreq,MO_SwitchWeightFreq,MatingMethodGlobal,MatingMethodLocal,MatingSwapProb,MatingSwapRange,MutatingMethod,PbMutateParameter,ReductionRate,SelectionMethod,TournamentSize,UpdateLocalWeightsFreqRuleBased,npop,thread_num,OutputImageFreq,Toy,verbose,BaseFolder,GeneralPerturbStrategy,ControlPointMovementUnits,errCalcMethodFaultMarker,DataTypes,JoinType,xy_extent,xy_origin,DatNormCoef,graniteIdx,Windows,ngen,LocalWeightsMethod,MinMismatch,Grav,Mag,Tracer,GT,FaultMarkers
419,NSGA,18,Median Datum Shift,MedianInitialRounds,,Local,Many,L2,,,150,,873.6538014123729,82.62120327639701,2.5998380052272676,31.140687943628926,2.2705478166665425,4.763563134554877,0.12126727368118714,,525.8807891921281,0.12613574988397838,3.733662614130051,0.1199118877655119,31.30118821924926,,,,3639,,,,0.37138207117155825,,,,,cxOnePointLocal,,,mutUniformFloat,0.16192708950134602,,,,,31.0,422,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,117.0,RuleBased,0.8238308190079391,1.1492594920079306,0.616085970732473,0.3125,1.0003532983549064,1.0409553339443853
420,Annealing,18,Median Datum Shift,Given,None,Global,,Lhalf,Explore,Annealing,150,,698.5196498319622,110.29692280947879,6.3324177947779745,74.30052712402289,,7.235905902337025,0.17449393022561754,,525.1116667706111,0.056937190311271806,8.094780766609826,0.04407467089199996,37.45966961158304,,66.0,Proportions,3440,,,,,0.023266085646759978,,,,,,,,,0.9646971187269473,,,,,423,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6320210225087208,0.8927143793021535,0.5473357736567531,0.125,0.6345232887122532,0.9605316708724445
421,MCMC,21,Median Datum Shift,Given,None,Global,,L2,Explore,Track Acceptance,150,0.011855727523984828,789.6222351560574,101.00619979743415,6.860939528987426,65.03931842745669,,9.048285646728065,0.11879752010756654,,525.0149439678996,0.1779863938033886,7.728994271543653,0.19779596976634303,31.998272932326508,,44.0,Equal,3043,0.13815479603968206,,,,,,,,,,,,,,,,,,424,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5696108986912727,1.0312759201971748,0.5449420925706555,0.0,0.5600438070739897,0.711792673614543
422,GA,21,Median Datum Shift,Given,,Global,,L1,,,150,,309.64588384495414,134.34416404876407,3.1428283487986732,53.78752755198275,,2.96914203946203,0.11061662667346091,,525.9498693911268,0.2117270566186502,6.1226434854230005,0.08367369644088678,28.204833245545018,,,Equal,2240,,94.38877136955675,0.8789350085415627,0.2774181106895285,,,,cxOnePoint,,,,mutPolynomialBounded,0.15795163744624588,,selTournament,8.0,,48.0,425,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,46.0,,0.6437536934558687,1.1401365245109194,0.5477240687767579,0.1875,0.602794595012986,0.7406132789786803
423,NSGA,14,Median Datum Shift,Given,,Local,Once,L2,,,150,,722.2300403537492,90.04531480364184,6.960350534854381,82.9750963291852,2.1393652966502876,8.210356547806162,0.13898636413442078,,525.3757576807677,0.13674001844268427,7.493787187252456,0.11729313420409818,38.02090464333755,,,,3480,,,,0.3744331370368702,,,,,cxOnePointLocal,,,mutGaussian,0.13806807931703527,,,,,46.0,426,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,75.0,RuleBased,0.75899738029187,0.994738274977509,0.5397338064183069,0.3125,0.9600688906876316,0.9879459293759029
424,Annealing,13,Median Datum Shift,MedianInitialRounds,None,Local,Once,Lhalf,Explore,Annealing,150,,596.5615148468855,104.58463491290661,3.560501468660535,46.33558554078046,1.021591533748342,4.953504985282083,0.13036745944402678,,525.3988075209136,0.2142489945012961,3.6221802501783764,0.04245837351639292,36.43724895596135,60.0,56.0,Equal,2865,,,,,0.014515390932587607,,,,,,,,,0.9549075050489367,,,,,427,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8048960402641594,1.1191743222016772,0.5252000611255955,0.75,0.5199876660909114,1.1101181519026133
425,MCMC,17,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,Lhalf,Explore,Track Acceptance,150,0.00975094348805143,588.7780613227055,82.60181949466346,2.423325448589079,64.82843131762323,,4.500928617433279,0.1431911126188541,0.9938696207060067,525.6209809701234,0.2037340618103693,6.72744003653812,0.14701086234696914,38.04479073711179,,51.0,Equal,3315,0.07047440255789544,,,,,,,,,,,,,,,,,,428,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6164005662114007,0.947879777610032,0.5570358433575228,0.0625,0.48846055676318817,1.0261266533262603
426,GA,14,Median Datum Shift,MedianInitialRounds,,Local,Many,L1,,,150,,701.7589911574214,122.35202693864926,2.4706869004282304,63.026134931931665,1.0318262159391078,3.4617760918677902,0.13077642576850765,,525.8858848089832,0.18730517676167402,9.428901974270731,0.04495416659306153,27.139238554739798,,,Proportions,3850,,97.29058083688078,0.9891162932047916,0.3232288789880641,,,,,cxTwoPointLocal,,,mutPolynomialBounded,0.13437768355064952,,selTournament,7.0,,45.0,429,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,85.0,RuleBased,0.8346173527393347,1.0083658719949264,0.6433146203639307,0.75,0.7585961099028494,1.0128101614349672
427,NSGA,18,Median Datum Shift,MedianInitialRounds,,Local,Many,Lhalf,,,150,,729.2803411375619,142.2028566234002,5.931576709568195,36.45693495839069,1.4631722303419192,9.219231594051603,0.19588846561928175,,525.3580193694106,0.1607664104107943,6.070809368672793,0.10500360276061702,34.04480092434862,,,,3743,,91.27009920655037,,0.3502920093638885,,,,,cxLocalErrorPropExchange,,,mutPolynomialBounded,0.15356384615176139,,,,,65.0,430,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,57.0,RuleBased,0.6269049598929468,0.8967615718867064,0.5662977247302091,0.125,0.5202566088485752,1.026208893999244
428,Annealing,19,Median Datum Shift,Given,LinearErrorBased,Global,,L2,Explore,Annealing,150,,855.5894476746461,87.09015532188457,5.7273201563769245,41.6553706549677,,5.016806041952677,0.204211599624868,1.3417502466024183,525.6790875132389,0.14300387796066266,8.57720938240065,0.07196078076981725,36.95494833852393,,48.0,Equal,3882,,,,,0.01663048437284688,,,,,,,,,0.979085827020633,,,,,431,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6739821822295575,0.9403728140462227,0.5476073253348884,0.375,0.4577024736881629,1.0492282980785135
429,MCMC,21,Median Datum Shift,Given,LinearErrorBased,Local,Many,Lhalf,Explore,Error must decrease,150,0.004844914605896436,450.16427225291994,134.67577491870895,6.7634268491517116,75.376385331467,1.2777647116565063,8.095568655915638,0.2131177007041659,1.4037133224475886,525.245105604653,0.12642742895867842,3.9192343803065652,0.12520204133541346,35.266563235358504,59.0,46.0,Equal,3249,,,,,,,,,,,,,,,,,36.0,,432,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6116945884635184,0.8931458018102201,0.6102803381754403,0.25,0.6511614245347391,0.6538853777971925
430,GA,17,Median Datum Shift,MedianInitialRounds,,Local,Many,Lhalf,,,150,,568.9541968553181,76.89784382325718,2.487677645192366,58.10490793208218,2.374999916417126,8.306855414663232,0.119359452083611,,525.6269409074343,0.08127339399711422,4.58314024972126,0.04287729234564596,36.800546681614136,,,Equal,3177,,,0.9737352021365132,0.29338197489873363,,,,,cxOnePointLocal,,,mutUniformFloat,0.11448242774204805,,selTournament,7.0,,29.0,433,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,109.0,RuleBased,0.4992951590147823,0.8421505890933921,0.5685327124656055,0.125,0.40648302509569184,0.5543094684192218
431,NSGA,14,Median Datum Shift,Given,,Local,Many,L1,,,150,,696.402388439617,139.85859337536039,5.259137946234772,85.42592215500363,1.622436356839662,2.472868404702962,0.15525195341055492,,525.721144016389,0.09449237444913752,4.355301095321031,0.06525077052137747,34.8730911315961,,,,3731,,,,0.27102750027500816,,,,,cxLocalErrorPropExchange,,,mutUniformFloat,0.19026105249261804,,,,,76.0,434,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,49.0,RuleBased,0.858862392776454,1.102510829201496,0.5981390485451886,0.75,0.527404129133142,1.316257957002444
432,Annealing,14,Median Datum Shift,Given,None,Local,Once,Lhalf,Explore,Annealing,150,,522.5375523981818,116.1301567119575,2.9020606722786284,52.826108152815934,1.5014941195940026,4.947939415521849,0.1701134481425377,,525.7163641014008,0.05025503488098213,7.553777997769,0.0914636998187471,38.56187585208511,59.0,47.0,Equal,2718,,,,,0.0132281136901621,,,,,,,,,0.968401592931357,,,,,435,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6289504572951714,0.9834477094017924,0.5831349811411909,0.1875,0.47252166328973033,0.9181479326431439
433,MCMC,19,Median Datum Shift,Given,None,Local,Many,L2,Explore,Const diff,150,0.0036645905528865205,586.3256215421155,119.94162195302751,2.6888462423153467,72.02469343887651,2.006390729922347,9.353458326695607,0.156625681406161,,525.0554827926696,0.08636079293101225,9.44391231412287,0.031164487487842056,30.844804946336907,40.0,56.0,Proportions,3657,,,,,,,,,,,,,,,,,60.0,,436,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6265935163702251,0.9120093434129478,0.5282756428273048,0.25,0.5397936850827126,0.90288891052816
434,GA,12,Median Datum Shift,MedianInitialRounds,,Local,Once,L2,,,150,,722.5816840674443,143.50843458512725,3.68646603819922,73.44779985492912,2.1317672559469605,6.538857784683222,0.09444540956790773,,525.9040597453145,0.08999818511427962,5.676239954139556,0.1666271986891991,36.42754541877921,,,Proportions,3089,,,0.7861708189160935,0.20449576203107345,,,,,cxLocalErrorPropExchange,,,mutGaussian,0.12441738346726863,,selTournament,6.0,,48.0,437,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,64.0,RuleBased,0.7227267924037315,0.8339624375088763,0.5382508850645823,0.375,0.5536215281085343,1.312799111336665
435,NSGA,14,Median Datum Shift,MedianInitialRounds,,Local,Once,Lhalf,,,150,,366.54610559139735,88.27403359099134,4.013516004933263,81.48435966198184,1.9166195110828061,8.227787007874532,0.20562176394376738,,525.3851203415229,0.05125506198091521,3.047812139887868,0.10903565849714557,33.282643706428466,,,,2136,,,,0.3021980659439072,,,,,cxLocalErrorPropExchange,,,mutGaussian,0.28232894059768066,,,,,52.0,438,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,41.0,RuleBased,0.660206733065613,1.0965852041904012,0.5993732929534651,0.1875,0.5057485954564408,0.9118265727277582
436,Annealing,16,Median Datum Shift,MedianInitialRounds,None,Local,Many,Lhalf,Explore,Annealing,150,,305.17034363695336,88.53402401959394,3.2201623556844625,81.91944141122627,1.62753313081656,7.751209846406842,0.12236771656179801,,525.6505821344595,0.08195732072564205,7.0757087086562365,0.1809382320841793,36.94562635693381,37.0,44.0,Equal,3792,,,,,0.015237279981255878,,,,,,,,,0.9710308389986754,,,37.0,,439,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8849397115297887,0.9786225495382799,0.5582591127357762,0.8125,0.5997771382160666,1.4755397571588205
437,MCMC,21,Median Datum Shift,Given,LinearErrorBased,Local,Many,L1,Explore,Error must decrease,150,0.00501404828324915,350.7982313542479,75.79841849970667,2.92991413245585,82.04419839370377,1.8152152226152214,2.179578748586981,0.19927093058870268,0.9770140536787466,525.513196085653,0.2286804662686031,8.155437908758303,0.1459826335337715,29.189752673889526,40.0,50.0,Equal,3854,,,,,,,,,,,,,,,,,52.0,,440,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6048437752267966,0.9026895043044261,0.5376194230305401,0.1875,0.4367985030794107,0.9596114457196063
438,GA,17,Median Datum Shift,Given,,Global,,L1,,,150,,654.7448997969452,105.2456688422293,5.142955524163879,65.69518924252667,,5.853979974129949,0.1588667915361833,,525.1123362545105,0.09067514127688406,7.9729514900473,0.2081197146007541,34.39394209143579,,,Equal,3993,,89.63584685381446,0.8307339866721726,0.2615854373943963,,,,cxOnePoint,,,,mutPolynomialBounded,0.2711066721954103,,selTournament,4.0,,56.0,441,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,71.0,,0.7564069768052001,0.937719669942322,0.5383755866640785,0.5,0.524600133812326,1.2813394936072735
439,NSGA,14,Median Datum Shift,Given,,Global,,L1,,,150,,875.7982468535475,105.47102883378585,5.930854323322466,89.10301908673748,,5.378776796861736,0.1779022346782278,,525.9207173059526,0.2049584616924176,5.913639025876819,0.06079328921899187,28.573733889539625,,,,3338,,,,0.3701829419909371,,,,cxUniform,,0.661028097749711,,mutUniformFloat,0.12621717144767808,,,,,38.0,442,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,87.0,,0.7340315392867985,0.9819932859120538,0.5420531779312836,0.375,0.5374731775254632,1.2336380550651926
440,Annealing,13,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,L2,Explore,Annealing,150,,696.2663958493215,76.42914572424768,2.4745266625298266,65.60845941985994,,3.9870842193353715,0.21469295542422856,1.0723147360265048,525.8954403334022,0.2088812936635298,8.447074720626537,0.18931914317790877,33.749101347583796,,49.0,Equal,2741,,,,,0.004391857760345732,,,,,,,,,0.974834776304925,,,,,443,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6515744062846339,1.0341119599192006,0.546800082132105,0.25,0.5562258848934835,0.8707341044783806
441,MCMC,16,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Local,Once,L1,Explore,Const diff,150,0.005991687454573258,880.2816297943112,98.71550486405059,4.975567125930798,31.59110448400065,1.1989948958270906,5.415904519946281,0.11027348788219103,1.0926063251499782,525.1339176914785,0.11271660643335718,6.912664043145126,0.1295653257509676,30.74245756702007,36.0,54.0,Proportions,2017,,,,,,,,,,,,,,,,,,,444,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.5946023892930669,0.9876425172462585,0.5423981667467173,0.1875,0.4865878669477968,0.7688833955245618
442,GA,15,Median Datum Shift,Given,,Global,,L1,,,150,,355.1902658114793,147.61850372406823,6.340075095039146,78.75705929947112,,2.697637448544178,0.1729238119273761,,525.3467360539896,0.1330326941114463,6.235791221176216,0.09734647584397813,38.49025723064915,,,Proportions,3488,,117.78318051048421,0.9761796147521522,0.3725504207050487,,,,cxTwoPoint,,,,mutPolynomialBounded,0.13105855441536143,,selTournament,6.0,,33.0,445,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,105.0,,0.7502514421887614,0.8905805929550877,0.5576292464375298,0.5625,0.5593438072705682,1.1812035642806216
443,NSGA,21,Median Datum Shift,Given,,Global,,Lhalf,,,150,,897.4455775363681,90.67802402470136,3.077448242862162,39.03535992626909,,9.561340821140925,0.1315126820777251,,525.7109807621046,0.1563498694142727,9.312772961576611,0.22235407023525242,28.203822348246636,,,,2845,,,,0.3864032095824141,,,,cxTwoPoint,,,,mutGaussian,0.2041700211892266,,,,,53.0,446,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,53.0,,0.6035638604438155,0.9666434179465102,0.5759722436462246,0.125,0.5679226302625088,0.7822810103638338
444,Annealing,18,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,L2,Explore,Annealing,150,,524.5083071532608,149.60322379765006,3.7573833066158433,37.930844382568836,,9.251876496771477,0.15584130294744747,1.3996642074431531,525.3945625754241,0.1673352272403961,6.729669481317332,0.13568112515824643,28.202127869446958,,56.0,Equal,2224,,,,,0.02259170242929194,,,,,,,,,0.9802320366797477,,,,,447,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7211824867255116,0.8038533405239804,0.5454053572482072,0.25,0.9475474648139577,1.059106271041413
445,MCMC,14,Median Datum Shift,Given,None,Global,,L1,Explore,Error must decrease,150,0.011892749542063735,438.0204227069005,87.92352313364451,4.052486296930298,48.2279031665132,,8.188348769990288,0.21401665014887025,,525.7990169481909,0.11270711492540005,6.908471995996571,0.223369926310397,25.42831396687267,,70.0,Proportions,3002,,,,,,,,,,,,,,,,,,,448,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6805838197404717,0.9139652262648165,0.5733189126212747,0.125,0.4399689885156163,1.3506659713006512
446,GA,20,Median Datum Shift,Given,,Global,,Lhalf,,,150,,864.0095340452236,122.44810599667487,6.221958577636205,44.134331734188365,,2.375022468387048,0.15633917697954172,,525.8942604150914,0.18449156506003017,5.286199780485672,0.029275797126099172,37.103380829872414,,,Equal,2580,,,0.9767444740525818,0.3013883333265676,,,,cxTwoPoint,,,,mutGaussian,0.1916601081902355,,selTournament,9.0,,42.0,449,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,61.0,,0.547304159948294,0.933417512212603,0.5591639410923198,0.1875,0.363451227966713,0.6929881184698342
447,NSGA,15,Median Datum Shift,Given,,Local,Once,L1,,,150,,567.5982846646539,74.24814555965617,6.434295605041356,43.55747167146193,1.8816188885696357,8.496685158095275,0.16766162814879731,,525.871179056583,0.1849967436502828,7.868348413121863,0.10836976868337768,30.242475072403234,,,,3375,,,,0.30711576111792516,,,,,cxTwoPointLocal,,,mutUniformFloat,0.298536785633148,,,,,70.0,450,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,48.0,RuleBased,0.7387827560884561,0.9356238792375287,0.5524854192030443,0.4375,0.7145500107450932,1.0537544712566145
